"_id",address,area,direction,price,region,rooms,title,traffic
5cd8fe0366ce8e8cd6f9d8ab,普兰店-普兰店-亿诚御景湾,86,"朝南北
            ",1400,普兰,2室2厅,普兰店普兰店亿诚御景湾 86平米2室2厅1卫,个人房源
